area,bedrooms,age,price,num_floors,zip_code,furnishing_status,property_type,green_area_percent
4540,5,12,934000,4,20002,2,0,42
3521,5,18,728000,1,30002,2,0,43
1459,3,45,231000,2,30002,1,3,15
1512,3,17,313000,2,10001,2,3,39
4695,6,35,962000,4,10004,0,1,25
1974,5,40,394000,3,40001,0,1,34
1046,4,35,184000,3,40001,1,0,11
1530,4,26,308000,5,20002,0,0,45
4727,7,3,974000,1,30001,2,2,41
4743,6,29,964000,4,30002,0,0,36
2360,3,22,502000,4,10005,2,1,41
1784,3,3,398000,3,10004,2,3,29
1295,4,18,280000,5,10003,2,2,33
3462,5,9,744000,1,10003,1,3,28
2926,5,18,611000,4,10005,2,1,37
3375,4,33,681000,1,30002,2,1,9
1882,3,40,354000,3,10002,1,1,7
3553,5,28,733000,4,10004,2,3,22
3758,5,48,699000,3,10002,2,2,16
1343,3,36,231000,5,10003,0,2,6
3863,6,1,823000,4,10002,1,2,12
2702,4,26,518000,1,20001,1,3,26
3971,5,8,852000,2,40001,2,2,49
2950,4,4,628000,4,10005,2,1,16
1683,4,28,307000,3,20002,2,3,30
3477,4,28,697000,5,20002,0,0,24
3602,6,42,692000,1,40001,2,1,45
4775,5,40,935000,4,20002,1,1,31
806,3,19,167000,2,30002,1,0,33
3235,6,43,669000,1,30001,0,2,48
2345,3,12,517000,5,10003,2,1,14
2889,6,31,605000,4,10002,1,3,17
4991,8,27,1015000,1,10001,0,3,20
3093,5,37,601000,5,10005,0,3,48
3391,6,24,748000,3,20002,0,2,6
4374,6,42,822000,1,40001,1,3,12
4840,6,10,973000,1,10005,2,0,37
4024,7,18,869000,4,10005,2,0,9
2040,2,22,384000,4,10002,0,2,10
4629,7,46,958000,5,30001,0,0,45
4293,7,16,883000,2,20001,1,0,27
4390,6,4,928000,1,10003,1,3,21
1516,2,29,299000,5,30002,1,0,9
1063,2,36,163000,4,20001,2,2,33
1117,1,37,153000,2,40001,1,1,43
3007,6,44,556000,3,40001,1,2,18
3324,5,27,656000,1,20001,0,2,23
1440,3,36,291000,2,20002,1,1,17
1658,4,27,337000,4,10001,2,2,36
2270,5,42,473000,2,30002,2,2,39
1774,3,24,358000,5,40001,2,3,44
2085,2,9,430000,2,20001,2,3,20
851,2,18,138000,4,10001,0,3,35
1819,4,1,374000,4,10005,1,2,35
4422,7,3,963000,1,30002,2,1,37
2712,5,18,531000,4,10002,0,0,29
1087,3,46,203000,3,10005,1,2,22
4701,5,17,971000,5,10001,0,1,41
4908,6,11,1053000,5,10005,1,3,18
3380,5,20,689000,1,10001,0,3,28
4316,6,12,879000,3,10005,0,1,19
2349,4,29,493000,2,30001,1,2,9
3466,5,49,670000,2,10003,2,1,21
3253,5,7,686000,5,10004,2,1,36
2367,3,38,483000,4,20001,1,2,26
4552,6,42,988000,1,40001,0,2,21
1087,3,16,173000,4,10001,2,2,10
3273,4,17,657000,5,30001,2,2,36
1235,2,41,195000,4,10001,1,1,17
1789,3,39,295000,5,20002,0,0,38
4359,6,14,923000,1,10004,1,2,6
3205,5,19,642000,1,20002,2,3,8
1054,4,46,171000,1,10001,1,0,16
2809,4,48,509000,2,40001,2,3,47
2634,5,49,496000,2,10003,0,0,34
1264,1,31,167000,1,30001,1,3,22
1222,6,30,218000,2,10005,2,3,35
2695,5,25,496000,5,30002,0,1,38
2088,2,11,424000,1,10004,2,1,15
2148,3,41,436000,5,30002,2,0,40
1354,2,27,264000,4,40001,0,2,29
806,1,22,145000,5,10002,2,3,31
2565,5,41,496000,2,10005,2,2,36
2891,5,46,565000,4,20002,1,0,14
4043,6,3,871000,3,10004,2,1,25
3973,6,3,837000,2,10001,1,3,29
2457,3,29,446000,1,20002,2,2,48
1611,5,39,349000,3,20002,0,1,38
2028,2,49,317000,1,10001,2,2,25
2762,3,8,539000,1,40001,2,3,41
1290,4,25,260000,4,40001,1,0,24
1117,2,32,207000,4,10003,1,0,33
3348,4,44,653000,2,20001,0,2,43
2640,1,2,558000,3,10002,2,2,35
2016,4,35,394000,4,20001,0,2,15
1132,1,13,244000,1,10002,0,1,42
1976,2,1,386000,5,20001,1,1,45
3400,6,3,774000,3,30001,2,2,45
3894,4,36,731000,2,10003,2,1,8
3063,3,22,576000,1,20002,2,0,43
1866,5,10,404000,4,10004,0,3,7
4232,6,34,868000,3,10004,1,2,40
3590,6,33,750000,4,10002,2,3,24
3261,4,20,620000,1,10003,0,3,39
4289,7,34,880000,2,20002,2,1,18
3469,7,41,685000,2,20001,0,3,13
2473,4,8,509000,2,30002,0,3,20
3163,5,13,716000,2,20002,1,0,21
4768,7,29,995000,2,30002,0,1,37
4523,6,1,949000,1,10004,2,1,38
4301,6,16,900000,5,20002,2,0,38
3614,6,14,712000,2,10002,2,1,16
1148,3,10,218000,4,10004,0,2,7
2922,5,48,552000,4,20002,0,0,34
4933,6,28,1002000,5,30001,1,3,26
4317,5,10,894000,5,10002,2,0,7
1011,2,19,204000,3,10001,1,3,13
4329,7,2,928000,2,20002,2,0,33
4436,6,6,944000,4,30001,1,0,45
4900,5,0,1021000,1,10004,0,2,39
2066,4,12,427000,2,30002,1,2,8
947,3,40,171000,3,10003,0,3,48
2509,5,46,468000,3,30002,2,3,44
3822,7,18,828000,5,10002,2,1,32
4790,8,29,997000,4,30001,1,3,32
4264,5,15,881000,2,20002,1,0,45
4636,7,17,1027000,1,10004,0,0,42
4121,7,30,821000,4,20001,0,2,41
1168,4,34,259000,3,20002,0,3,43
4780,9,27,998000,3,10002,0,3,47
2270,3,40,422000,2,30002,1,3,8
3893,5,24,798000,4,30002,0,0,39
3397,5,11,713000,4,30002,2,2,47
4153,7,47,819000,2,10005,0,3,7
2102,2,43,363000,5,30001,2,1,9
4124,5,23,872000,4,40001,1,3,44
2694,8,31,562000,4,10005,2,3,21
4862,7,22,1011000,3,30002,1,2,20
3324,5,25,620000,1,10001,2,2,20
1888,4,40,368000,4,10004,2,2,30
2126,3,4,461000,2,10005,0,3,6
2083,2,12,391000,4,30002,0,0,18
4156,7,1,941000,5,10005,0,2,39
1902,4,26,382000,2,10005,2,1,46
1867,3,47,352000,5,30001,0,0,25
1544,3,23,277000,5,30002,1,2,32
3874,7,3,856000,1,10002,1,2,19
3290,5,19,664000,4,20002,0,0,47
2926,4,8,600000,4,30002,0,1,17
4564,5,38,888000,2,10004,1,0,44
3662,8,24,783000,1,20002,2,1,23
3878,5,49,778000,2,30001,0,0,40
1682,4,41,336000,1,10004,2,0,21
3360,4,36,648000,1,10003,0,0,34
4634,6,2,955000,2,10003,0,2,20
3574,6,20,716000,1,10002,1,1,14
876,2,8,190000,2,10002,0,3,46
3914,5,42,745000,4,30001,1,0,39
4028,6,42,797000,2,10005,0,1,18
1812,5,22,402000,2,10003,1,1,33
1674,3,21,309000,3,10004,0,0,38
4356,7,16,957000,5,20002,1,1,38
3125,5,12,673000,1,40001,2,0,37
2525,3,8,513000,1,20001,2,0,33
4788,8,19,1017000,1,30001,0,0,18
3154,6,22,674000,1,40001,2,2,50
4767,9,18,1042000,2,10003,0,1,46
3454,5,49,625000,5,10004,0,0,34
4027,7,17,856000,3,30002,1,0,22
3194,5,16,648000,5,10002,1,0,48
841,2,15,199000,3,20002,2,2,23
2648,6,12,565000,4,30002,0,1,48
2924,5,20,624000,2,30001,2,1,20
4991,7,35,1062000,2,10005,2,1,50
3666,6,35,703000,2,10002,1,3,22
2446,3,39,466000,3,20002,0,2,16
1004,3,15,243000,3,10002,1,1,33
4134,7,45,845000,3,30002,0,2,8
4459,6,3,985000,1,10004,0,3,36
1454,4,4,322000,5,20001,0,1,39
3162,5,18,677000,2,10001,0,1,43
2192,4,28,483000,5,30002,0,3,28
4468,6,33,912000,1,30002,0,0,39
1084,1,4,275000,4,40001,2,3,29
2140,3,13,434000,3,20002,2,3,23
1311,3,14,272000,4,20001,0,2,13
3855,6,47,754000,4,10004,2,2,32
4924,7,9,1062000,4,10001,1,2,17
4611,8,30,944000,2,10005,0,2,10
4165,6,26,872000,4,10003,0,2,29
3878,6,40,752000,4,30001,2,0,8
3062,6,23,657000,3,20001,2,0,12
4823,7,20,1016000,2,20002,0,1,36
1014,1,16,212000,2,10002,2,0,46
4041,8,38,779000,5,10005,0,3,17
3068,4,27,597000,1,40001,1,3,15
4131,6,19,892000,5,20002,0,2,23
3108,6,32,599000,3,10003,0,1,23
2637,4,12,555000,4,10003,2,2,49
1365,2,37,247000,1,10005,1,2,37
4491,6,5,946000,5,10004,0,0,40
4698,7,27,972000,1,30001,1,3,36
1600,2,39,254000,2,20002,2,3,14
2078,5,42,405000,4,10005,1,0,14
2101,7,7,472000,2,10002,2,3,16
4430,7,9,961000,1,10004,2,1,13
4304,8,22,934000,3,20001,2,3,30
1791,4,31,341000,2,20002,0,3,38
3325,3,25,670000,5,40001,1,3,20
3229,4,0,687000,2,10003,1,0,19
3400,6,46,642000,5,10005,2,2,41
3960,6,33,793000,4,30001,2,3,36
2939,4,3,602000,5,10005,1,1,22
1176,3,29,231000,4,10005,0,2,44
1904,5,2,403000,3,10002,2,3,33
2947,4,31,584000,3,20002,2,3,7
2413,3,25,492000,4,10005,2,2,15
3647,5,40,695000,5,10003,1,0,33
4267,5,13,916000,4,30001,2,0,8
822,2,1,223000,1,20001,2,1,6
3503,6,44,666000,2,10003,1,3,18
4811,7,49,948000,2,10003,2,2,20
4148,4,3,848000,3,10002,1,3,27
4569,5,8,954000,2,10003,1,0,44
1718,3,9,342000,5,10001,2,1,21
2779,6,35,587000,1,30001,1,0,39
1176,2,7,230000,2,10003,1,2,19
2050,5,16,458000,1,20001,1,2,17
1996,5,42,373000,4,10003,2,2,29
2470,3,18,527000,5,30002,2,1,26
3940,4,21,816000,5,10005,2,3,36
4152,7,42,823000,5,10003,2,3,7
3710,6,34,766000,4,40001,0,2,42
2156,4,24,410000,3,10002,0,3,6
2566,4,19,545000,1,10002,2,1,40
2165,4,24,429000,4,20002,2,2,48
3164,6,14,669000,5,30001,1,2,8
4776,9,3,1024000,1,10002,0,1,12
4641,5,26,964000,4,10005,1,0,47
4044,8,4,909000,3,30002,2,0,44
1343,1,19,229000,3,10003,1,2,20
4071,6,24,801000,5,10005,2,1,18
4463,9,10,950000,3,10003,1,3,34
1575,5,20,339000,5,20001,0,2,30
2420,5,15,482000,1,10001,1,1,19
1331,4,38,219000,2,40001,0,2,9
1688,2,3,326000,3,10001,1,2,11
2713,4,22,517000,1,10001,0,2,30
4856,8,30,1018000,4,40001,1,0,13
1192,2,26,217000,5,30001,1,0,26
2421,5,37,508000,5,20002,1,3,35
4257,7,8,880000,1,20001,0,2,8
3163,7,45,619000,3,30001,0,2,38
2148,5,6,497000,4,10002,2,1,27
3660,7,19,773000,3,10001,0,3,12
1117,2,28,216000,3,10005,0,0,37
1504,3,19,289000,2,10003,2,0,27
4571,7,26,944000,3,20002,2,1,19
1841,5,49,289000,2,10002,1,0,40
3674,5,33,769000,5,30002,0,0,19
3309,5,14,709000,4,10005,1,1,23
4806,5,15,939000,4,20001,1,2,38
4610,6,35,924000,4,10004,0,0,34
3824,4,48,748000,5,10003,1,0,45
2927,5,45,579000,1,10002,1,2,22
3549,4,34,705000,3,30001,1,3,7
1043,3,42,191000,4,10001,0,1,40
808,1,31,120000,2,10005,1,2,11
4454,6,3,935000,1,30002,0,3,13
3493,6,14,747000,3,40001,1,0,36
2123,2,34,379000,4,10004,0,2,45
3096,5,27,642000,5,10002,0,1,5
3170,6,32,648000,3,10003,2,0,44
3403,5,33,692000,4,30002,2,3,7
4333,7,25,920000,2,10001,0,2,28
1192,3,5,297000,4,10002,0,3,31
2051,5,2,458000,5,30002,2,2,50
3766,7,49,738000,5,20002,0,1,8
3928,8,28,815000,1,30001,0,1,33
1966,3,40,382000,5,30001,1,0,27
3366,6,22,696000,1,10001,1,2,47
3807,6,18,813000,2,30002,1,0,23
992,1,0,210000,1,30001,1,1,21
1126,2,45,210000,2,10003,0,2,21
4920,10,33,1041000,3,20002,1,2,39
4997,8,23,1027000,5,20002,0,1,35
1462,4,43,300000,3,30001,2,3,19
4825,7,37,963000,2,10001,0,0,19
1685,3,35,294000,5,10003,1,2,48
4753,6,0,1023000,2,10002,1,3,5
3094,3,29,583000,5,10003,1,2,27
4267,4,22,866000,4,10001,1,0,44
1832,4,13,388000,3,30002,1,0,11
2271,6,38,465000,1,30002,1,0,9
3444,4,26,743000,1,20002,1,1,12
4871,7,17,1033000,3,20002,2,3,33
1948,3,20,384000,2,10005,1,1,31
840,3,36,216000,4,10003,2,0,18
4556,5,37,928000,3,40001,2,1,24
4556,5,18,926000,2,10002,1,1,32
4210,6,15,919000,5,30002,0,1,38
3766,7,26,737000,4,40001,2,2,35
4596,5,11,950000,2,10004,0,2,44
4080,6,2,863000,2,40001,0,0,8
4247,6,0,911000,5,10001,1,2,42
884,1,25,155000,4,20001,1,0,7
4218,6,29,852000,1,10005,1,2,5
2963,5,16,641000,4,10005,2,3,30
3759,3,12,792000,4,30002,0,2,31
3030,4,25,577000,3,10003,0,1,48
3523,4,45,643000,2,10002,1,2,19
3439,4,6,760000,4,10004,0,1,42
1830,2,15,353000,1,20002,0,0,42
1730,5,23,320000,4,30002,1,1,6
3459,5,1,736000,5,20002,0,3,36
2621,3,12,546000,3,30001,0,3,13
4609,8,29,973000,5,10003,1,3,43
2393,3,34,471000,3,20002,2,2,45
1920,4,43,358000,3,10001,0,3,22
2481,4,13,482000,3,10005,1,0,46
2724,6,48,532000,5,20001,1,1,47
3240,5,13,694000,5,30001,2,3,20
4242,6,48,864000,1,30001,2,0,6
2007,3,26,401000,2,30001,2,3,29
1966,4,6,456000,5,20001,1,0,10
861,3,4,169000,4,10003,1,2,50
962,3,46,155000,2,10001,1,0,42
1883,3,36,346000,4,10004,1,1,15
1038,1,46,194000,1,40001,2,2,31
3415,5,29,711000,4,20002,1,2,25
3593,6,15,836000,2,40001,0,2,17
4586,8,19,975000,1,40001,1,1,35
2840,4,42,565000,3,20002,0,1,5
3912,7,3,855000,5,10005,1,3,44
1237,1,15,206000,1,40001,2,3,28
1328,3,37,232000,4,40001,2,1,28
904,1,5,186000,1,10004,2,0,24
2038,3,18,377000,4,20002,2,1,47
4776,8,45,967000,2,30002,1,3,12
3064,6,15,617000,3,20001,0,1,32
950,1,24,242000,3,10005,1,1,41
2593,4,26,548000,2,10004,2,0,46
1430,2,25,281000,5,30001,2,0,44
2767,4,6,608000,5,10004,2,3,44
1006,3,23,232000,2,40001,2,2,28
3622,4,28,759000,4,40001,1,2,36
1633,4,20,343000,1,10001,1,2,45
4573,4,9,936000,1,10004,2,2,19
4541,5,30,922000,4,20002,0,1,41
2300,2,33,433000,5,10005,2,2,10
3435,5,5,697000,5,20001,2,3,34
1603,2,40,235000,2,10003,0,1,8
2657,6,29,573000,2,10002,1,2,36
3947,6,48,801000,4,30001,1,0,45
2646,3,23,522000,4,20001,1,3,25
4519,7,41,887000,5,10002,1,3,21
4834,6,18,985000,1,10004,1,1,20
3386,5,5,735000,2,10004,0,2,18
2865,4,14,584000,5,30001,1,2,31
3779,7,43,731000,4,20001,0,0,31
4770,9,39,993000,1,10003,1,3,46
3752,7,1,803000,4,10002,0,3,11
2042,3,39,400000,5,20001,1,0,6
3491,5,14,734000,5,10003,2,2,10
2767,4,21,587000,4,10004,2,0,36
3204,3,18,629000,2,20001,0,1,49
1055,2,49,191000,4,10001,1,0,41
3455,6,22,690000,1,20001,2,3,43
2636,3,35,497000,3,10001,1,2,27
978,1,1,178000,1,10001,1,2,29
4983,6,24,988000,3,10005,2,2,10
4266,7,23,866000,2,10001,2,0,37
827,3,18,143000,5,10002,2,3,8
3544,7,4,826000,1,40001,0,3,37
853,2,8,170000,2,10005,0,1,8
1120,3,12,242000,4,10001,2,3,44
4430,6,7,925000,1,10002,0,2,39
4105,6,11,868000,1,10004,2,0,10
4624,6,27,949000,5,20002,2,0,29
1131,3,18,204000,5,40001,2,2,46
2517,4,4,537000,2,10004,2,1,9
4343,5,20,850000,4,40001,0,1,23
1116,2,32,183000,2,30001,1,1,35
4351,7,40,889000,1,10005,1,2,7
3708,6,25,787000,2,10003,2,2,36
3717,6,32,736000,5,20001,1,0,34
2162,4,26,466000,1,30001,2,0,50
947,2,2,234000,2,10002,1,2,12
2532,5,12,522000,1,10004,1,2,5
3428,5,40,650000,2,20002,2,3,47
4818,7,24,982000,1,30001,2,0,8
2009,4,2,397000,5,10001,1,1,29
969,3,19,164000,3,10003,1,3,15
2367,2,9,448000,3,30002,2,3,38
4235,7,5,917000,1,30002,0,3,37
2677,6,2,607000,1,10005,0,2,47
4852,8,41,1040000,5,20002,0,0,7
3835,7,38,803000,2,10002,2,3,20
4048,6,14,848000,5,10004,2,0,34
4673,7,39,935000,1,20002,1,2,14
2991,4,9,658000,5,40001,0,0,24
1322,1,36,189000,2,10002,1,0,23
4352,7,20,911000,2,10003,1,0,21
3506,5,13,700000,3,40001,1,2,14
3332,4,7,710000,2,20002,0,0,33
1621,4,34,346000,1,30001,1,2,38
4308,6,4,876000,4,30001,1,2,44
994,3,32,228000,3,20002,0,1,49
1265,3,36,205000,1,20002,0,1,38
3825,7,34,765000,1,10003,2,0,25
3947,8,10,858000,1,20001,2,0,7
3337,6,28,657000,1,10003,2,3,7
899,1,17,215000,3,10001,0,3,10
915,2,36,109000,2,10003,1,2,16
3671,6,41,712000,5,40001,1,2,31
2910,4,31,554000,5,40001,1,2,34
2071,5,16,463000,3,20001,2,1,36
3490,5,1,727000,4,40001,0,1,20
2234,4,27,467000,4,10003,1,0,17
2702,5,32,546000,1,10004,0,3,23
3823,6,13,803000,5,10001,2,2,26
3575,5,37,674000,5,10002,0,2,26
3393,7,29,689000,1,30002,0,0,11
4398,7,6,922000,3,20002,2,0,22
4847,7,35,955000,1,20001,0,3,48
3726,4,25,732000,3,10004,0,0,23
4013,5,40,814000,3,20002,0,0,42
3466,5,23,705000,5,20002,2,3,41
2626,4,48,508000,2,20002,2,1,49
1825,2,49,300000,3,20001,2,1,44
1585,2,20,296000,3,20001,1,0,38
4930,8,13,1068000,3,10005,1,2,22
2600,5,14,546000,1,10005,2,3,38
4089,5,31,779000,5,10005,2,3,49
1160,3,13,239000,5,20001,1,1,32
4197,7,31,849000,1,10003,2,3,41
2026,2,25,391000,3,20001,1,2,7
3440,7,17,759000,1,40001,2,3,45
4449,7,1,975000,4,10003,1,2,44
4003,7,18,825000,4,10001,2,1,28
2600,3,23,498000,2,10002,2,3,41
4196,6,24,860000,4,30002,2,1,19
2216,3,1,494000,5,40001,0,3,38
1135,2,45,135000,1,10005,1,1,46
3809,5,33,753000,3,30002,1,0,15
2761,4,44,528000,5,10003,0,3,24
1643,4,47,327000,5,10005,1,1,31
2440,4,8,537000,1,10001,1,2,41
4940,8,33,1040000,5,20001,2,2,12
1924,1,49,265000,1,20002,0,0,33
3109,5,25,663000,5,10003,2,2,5
1564,2,44,286000,5,40001,2,0,20
2500,4,39,497000,4,10001,0,2,48
3139,5,5,679000,4,10005,2,3,23
4527,9,11,989000,2,30002,0,2,33
1892,3,8,406000,3,10005,1,1,18
2404,5,9,527000,5,10005,2,2,30
2069,5,20,426000,2,20002,1,0,49
4202,5,49,843000,2,10001,0,2,16
1330,3,15,274000,3,10001,0,1,25
3590,4,36,692000,1,10005,0,3,49
3312,4,16,680000,3,30001,2,0,41
2052,4,34,387000,5,10004,1,3,50
4741,7,13,1006000,3,10001,2,3,7
3229,3,28,644000,3,20002,1,2,7
1457,3,11,286000,2,10004,0,2,26
2664,6,32,557000,2,40001,0,3,29
1968,4,22,346000,1,30001,1,0,18
3400,5,3,747000,3,10003,2,0,33
3286,4,48,639000,5,10001,0,3,39
3255,5,35,638000,2,10003,1,2,22
3643,4,10,726000,5,40001,0,2,35
2530,5,30,506000,5,20002,0,0,17
4611,7,19,949000,1,10001,2,2,11
4842,5,11,1013000,5,30002,0,3,31
4038,6,3,917000,2,40001,2,2,24
3489,5,41,697000,2,10001,2,3,46
4133,7,47,827000,4,30002,0,2,27
4132,7,14,903000,3,20001,0,3,21
1998,4,10,427000,1,10004,2,2,15
2180,3,33,407000,4,20002,2,3,10
1990,2,2,384000,5,10004,1,0,40
2142,5,38,392000,1,40001,1,0,26
2454,4,31,476000,5,10004,0,0,6
4206,8,28,851000,1,30001,1,3,5
1788,4,20,382000,3,40001,2,1,6
4345,5,18,894000,5,10001,2,1,18
4016,7,33,806000,4,30002,0,3,40
1877,2,34,376000,3,10002,0,3,7
921,1,17,177000,5,40001,0,3,19
3995,7,45,819000,4,30001,0,1,40
3014,4,11,639000,1,10003,1,1,47
3791,7,14,793000,1,20002,1,3,19
1633,2,41,281000,2,20001,1,3,20
2478,6,9,587000,3,10004,0,3,41
2869,6,20,564000,2,10005,2,2,11
2684,5,1,605000,5,10003,1,0,29
4856,7,18,993000,2,10002,1,2,33
2762,5,15,584000,5,30002,1,2,44
4823,8,37,1005000,5,10003,0,0,17
1207,3,49,195000,3,20002,0,0,36
3169,6,46,636000,4,10001,1,0,5
2962,5,34,532000,3,10001,1,0,38
3119,4,34,614000,4,40001,2,0,27
4039,8,4,898000,3,10003,0,3,5
2692,6,44,502000,3,20002,2,3,22
3097,6,5,661000,1,40001,2,1,33
4638,7,38,956000,1,10003,1,1,21
2289,4,13,480000,2,10003,1,1,25
2852,6,27,618000,2,30002,2,1,46
4809,7,8,1000000,2,10003,1,0,47
2700,3,29,532000,5,10003,2,1,9
2621,4,37,501000,5,20002,2,2,45
3710,6,22,793000,2,20002,0,0,14
2072,4,3,438000,4,20002,1,1,22
2686,4,34,521000,4,10001,2,1,19
2632,4,41,518000,5,10003,2,3,13
3666,4,24,705000,4,10005,1,3,49
1496,2,34,297000,2,10002,0,1,14
3164,5,33,587000,1,20001,0,2,43
2569,4,2,524000,5,10001,2,1,14
3641,6,38,724000,2,40001,2,1,21
3049,5,22,576000,3,10003,2,0,46
3924,7,8,814000,5,20002,1,3,37
3164,5,23,668000,1,40001,0,3,37
4544,5,20,909000,2,20002,0,1,41
1917,4,24,362000,3,40001,1,2,10
3963,6,21,821000,1,10002,0,0,47
1612,1,6,334000,5,30002,1,1,31
837,2,27,131000,3,20001,1,1,24
3260,7,6,723000,2,30002,0,2,31
4519,7,34,946000,1,30001,0,0,8
1654,4,17,326000,3,30002,2,3,35
4746,8,24,1020000,2,10001,0,2,34
3048,5,29,639000,2,20001,0,1,17
3154,5,8,702000,1,10005,0,3,11
4842,6,49,947000,2,10002,2,0,18
2597,4,5,570000,2,30002,2,3,10
974,2,19,223000,4,10002,0,1,21
2512,5,17,519000,2,40001,2,2,8
3819,5,28,812000,3,10003,2,2,17
3863,5,0,825000,4,10004,2,1,43
1471,1,37,245000,1,10004,2,3,33
1493,4,42,243000,3,10004,1,0,7
1347,2,40,246000,2,10005,2,2,38
1922,4,25,433000,3,40001,2,3,7
4097,7,8,842000,1,40001,1,2,15
4786,6,3,1024000,1,10001,2,2,6
3396,7,34,720000,4,40001,1,2,23
3823,6,32,760000,3,10005,0,0,13
1583,3,16,319000,4,30001,0,2,7
2009,3,1,442000,1,40001,0,1,12
1739,3,43,274000,4,30002,2,0,23
2328,2,9,472000,3,10001,2,0,24
893,4,39,128000,2,10004,1,0,27
2130,1,46,392000,4,10002,1,3,9
2561,3,22,526000,3,10002,2,0,22
3021,5,4,634000,3,20002,1,1,29
3542,5,17,737000,1,30002,2,1,11
1896,2,2,327000,3,10001,1,0,9
2903,4,21,603000,1,10002,2,0,50
3542,5,19,744000,3,10003,1,3,48
3091,5,0,657000,1,10002,2,2,49
4462,8,32,968000,1,30001,0,3,28
815,3,32,155000,5,10003,0,0,42
925,4,15,209000,1,10005,1,2,10
4222,7,2,945000,5,20001,2,2,35
4974,6,10,1065000,1,30001,0,2,44
4372,7,10,921000,5,30002,1,2,48
1588,3,45,292000,5,10005,2,1,7
3152,5,13,693000,1,40001,0,0,35
2311,5,2,533000,5,30002,2,0,42
4517,6,47,902000,1,10003,2,3,46
880,1,45,111000,5,10005,0,1,39
2444,3,47,455000,3,10002,2,1,28
974,2,19,173000,3,10004,1,2,24
1475,3,36,269000,1,20002,2,3,48
1147,3,19,221000,4,30001,0,2,8
2712,4,43,508000,5,30002,0,0,40
2190,5,10,468000,3,20002,1,0,21
2358,4,30,500000,3,10004,0,2,15
2238,3,0,461000,2,20002,1,0,38
3725,7,5,828000,2,10003,2,3,21
4592,6,42,912000,1,20001,0,2,9
1157,2,35,243000,1,40001,0,0,27
4197,8,43,896000,5,30002,0,0,48
1888,4,15,388000,5,20001,2,0,49
1092,5,6,227000,5,10004,1,3,39
1790,2,45,289000,1,10003,0,0,33
4202,5,1,940000,2,10005,2,1,35
3376,5,6,722000,4,10005,1,1,5
1619,5,39,368000,5,10001,0,3,15
4290,6,37,907000,2,20001,2,2,19
4420,7,4,988000,5,40001,0,1,23
4228,6,42,830000,4,10003,2,3,20
3307,5,2,739000,2,20002,0,1,17
3789,6,21,803000,3,10002,0,2,8
2724,3,8,598000,2,10004,1,0,33
4444,5,4,912000,2,30002,2,3,19
4007,6,37,807000,1,40001,0,1,21
3456,5,31,718000,3,10001,0,0,22
2484,5,42,526000,2,30002,0,3,41
2050,5,13,399000,3,10002,2,2,21
2612,3,26,568000,1,10003,0,0,39
2642,4,8,551000,3,30002,2,3,20
1027,3,18,173000,2,10001,1,1,45
4698,8,26,946000,5,10005,1,3,16
3105,6,8,578000,4,20002,1,3,13
3673,6,41,705000,3,40001,2,0,24
4091,7,45,810000,3,10001,0,2,27
2059,4,32,436000,2,30002,2,1,48
4260,8,40,901000,4,10001,0,2,28
3192,3,37,628000,3,30001,2,0,47
3497,7,43,727000,2,40001,1,0,39
3314,5,23,705000,5,30001,2,1,39
4239,4,8,906000,5,30002,0,1,17
3969,6,14,856000,1,10002,0,1,42
1464,2,19,259000,4,10001,0,2,33
4916,8,47,997000,1,10002,0,1,22
1983,6,17,459000,2,10001,2,2,21
3432,4,4,666000,2,10005,2,3,19
3865,6,12,823000,1,10003,0,0,30
2689,5,13,561000,2,10005,1,3,7
3918,6,24,782000,1,20002,0,3,29
1759,2,26,337000,1,10001,1,1,5
957,2,13,190000,5,20002,2,1,12
2807,3,32,522000,4,10002,2,1,18
1521,2,45,261000,5,10003,2,2,34
2054,3,48,354000,3,10005,1,0,40
3145,5,32,643000,4,30002,0,0,29
904,1,4,213000,3,10002,2,1,19
2461,4,35,483000,3,30002,2,2,18
1891,4,33,402000,1,10001,0,0,33
1337,5,48,267000,5,20001,0,0,39
3520,4,19,713000,3,10001,2,3,24
1864,4,16,405000,5,30001,2,1,42
2371,5,15,472000,2,20001,1,1,5
3815,6,31,791000,3,20002,0,1,32
4246,5,31,868000,5,10002,0,2,13
2229,5,5,525000,3,30002,2,2,10
1041,2,37,193000,5,10004,0,1,49
2162,4,18,437000,5,30001,1,3,41
2867,4,13,584000,4,30002,1,1,36
2678,4,35,527000,1,10003,0,2,27
3688,7,17,749000,1,10005,0,2,8
1100,3,8,257000,2,30002,2,3,34
3628,5,45,709000,2,10004,0,1,8
4562,8,29,931000,4,10003,2,1,14
4488,7,48,909000,4,20002,2,3,38
3200,4,14,646000,5,10002,0,3,28
3958,5,20,794000,1,40001,0,0,16
1820,5,18,349000,1,10002,2,2,39
2349,5,32,447000,4,10002,1,2,13
3718,8,47,773000,1,20002,2,2,23
1677,5,44,334000,1,30001,0,0,16
3880,6,18,797000,5,10002,1,3,11
4334,7,5,945000,3,30001,0,2,30
4407,6,3,939000,5,10004,0,1,21
2120,2,9,453000,2,10001,1,2,26
3903,8,6,855000,2,10001,0,2,17
3636,6,1,768000,2,20001,2,2,33
2917,6,1,644000,4,40001,1,2,14
1934,2,11,366000,5,10002,1,3,14
3960,6,22,872000,1,30002,1,0,31
4897,5,23,1007000,5,10003,0,0,47
