hours_of_sleep_last_night,steps_walked_today,typing_speed_wpm,eye_openness_percent,meetings_attended,snooze_count,last_meal_type,current_weather,outfit_choice,browser_tabs_open,Coffee_Needed_Level
6.3,8056,67,39,0,4,1,2,3,2,0
5.2,11525,83,88,8,0,3,0,0,1,1
7.8,13926,80,22,6,3,1,0,0,0,0
4.3,19304,57,38,1,4,1,3,2,2,0
6.5,14203,108,35,8,0,1,3,1,0,1
6.8,19713,25,8,4,2,0,1,3,0,0
5.6,13735,111,41,8,4,2,0,0,0,0
7.6,6851,114,16,9,5,2,0,1,0,0
5.1,13282,18,24,7,2,0,2,1,0,0
10.0,2397,19,75,5,4,3,1,2,1,0
6.5,17225,47,83,5,4,1,1,2,0,0
8.5,19385,22,67,3,2,2,1,2,2,1
7.8,15751,104,24,2,1,1,3,0,0,0
8.8,8164,100,26,5,0,0,1,3,2,0
6.2,1921,26,71,5,5,2,2,1,1,0
8.3,10864,25,11,7,1,3,1,3,2,0
8.9,7001,108,17,7,5,1,2,2,1,0
6.6,10360,75,28,6,1,1,3,1,1,0
4.6,5525,38,47,4,0,1,2,1,1,1
9.7,996,32,100,6,0,2,3,1,0,1
6.0,17611,69,50,3,5,3,0,0,1,0
6.2,11185,56,11,0,0,1,3,1,1,0
6.5,6259,75,26,1,3,0,3,1,1,0
4.4,18543,55,72,0,2,3,0,3,1,1
6.7,10010,16,61,6,1,3,3,1,0,1
6.7,10346,33,14,5,3,1,2,0,1,0
6.0,14001,41,34,5,5,3,0,2,0,0
5.9,12396,50,81,1,2,0,2,2,0,1
5.6,3246,36,54,7,5,2,0,3,0,0
5.2,12712,17,51,9,5,0,2,0,1,0
7.5,16257,51,9,2,1,2,2,3,0,0
6.6,4399,91,7,0,4,3,3,0,0,0
7.9,13990,35,57,2,0,1,3,2,1,1
5.0,13214,31,10,5,3,3,2,2,2,0
8.3,17825,117,27,7,5,0,0,3,1,0
7.8,3135,90,92,7,5,1,1,1,1,0
5.5,1864,90,82,7,2,1,2,0,0,1
4.7,2608,43,15,3,3,2,3,2,1,0
7.2,6376,98,65,2,3,3,2,3,1,1
2.8,10264,45,54,9,3,0,0,1,2,0
5.2,8236,92,75,6,4,3,3,2,1,0
6.6,7996,18,99,2,0,1,2,0,0,1
5.7,19793,92,8,3,4,1,2,0,2,0
3.9,5345,118,72,9,1,2,1,2,1,0
6.2,8860,54,12,5,2,1,0,3,2,0
4.0,7314,86,42,8,1,2,2,1,1,1
6.5,4484,25,15,4,2,3,1,1,2,0
5.2,14552,95,48,3,2,2,1,3,2,1
5.7,4773,58,24,4,2,2,1,0,2,0
4.4,3886,109,30,7,4,0,2,2,1,0
7.5,2700,37,59,7,0,2,0,0,0,1
5.7,12072,25,77,3,0,2,3,3,1,1
4.5,11393,117,12,1,0,2,1,1,0,0
5.8,432,69,46,6,4,0,0,1,2,0
9.5,12490,26,24,7,2,0,2,2,1,0
6.7,14657,100,83,2,1,3,2,2,0,1
8.2,18278,46,58,8,1,2,1,0,2,1
2.8,2677,54,20,3,1,1,3,2,2,0
5.6,14099,51,73,6,5,0,0,1,2,0
4.0,16454,18,17,7,2,3,3,1,2,0
5.0,11425,28,11,8,5,3,2,3,0,0
4.5,17094,65,47,7,1,3,3,1,2,1
8.6,19132,63,57,6,5,3,3,2,2,0
7.4,17313,72,97,5,4,2,3,2,2,0
4.5,16958,102,5,4,0,1,1,1,1,0
5.1,683,93,40,9,5,3,0,0,0,0
6.7,16866,107,26,1,2,3,1,0,0,0
7.8,7768,51,44,2,2,0,2,1,2,1
8.1,1969,87,85,0,0,2,3,3,1,1
7.3,772,59,1,5,3,3,1,1,0,0
9.6,11543,27,76,8,0,3,2,1,0,1
6.9,11572,38,35,1,4,0,2,0,0,0
5.1,1467,27,15,9,3,0,3,2,0,0
4.4,7456,118,69,4,0,1,1,2,0,1
3.8,90,117,97,0,4,1,2,2,1,0
3.6,9019,50,4,6,4,3,3,3,2,0
7.3,15974,63,72,0,1,1,3,0,0,1
9.2,165,41,18,7,2,1,2,0,0,0
6.2,17184,82,68,8,2,3,1,2,1,1
9.7,12994,87,58,4,0,0,3,2,2,2
6.1,3788,113,40,5,4,0,0,0,0,0
7.2,16458,85,21,2,3,2,1,0,2,0
2.8,15814,39,61,8,1,0,1,0,1,0
7.6,4933,14,72,1,0,0,1,3,2,1
4.7,13642,49,31,9,5,2,1,0,2,0
7.7,18063,77,21,7,5,1,3,3,1,0
8.6,3341,75,90,6,0,1,3,1,2,1
6.6,8521,66,87,5,1,3,1,2,2,1
6.9,8189,111,76,9,2,0,1,0,2,1
6.2,11919,106,2,5,2,0,0,2,2,0
7.3,8607,117,41,3,1,1,0,0,0,1
9.7,18820,39,18,1,0,2,2,2,1,0
6.0,7459,117,45,7,4,3,0,2,1,0
6.3,7462,111,29,5,1,3,0,0,2,0
2.4,7062,119,63,7,0,0,0,0,0,0
6.8,3864,80,96,2,5,2,1,3,0,0
4.4,4007,116,40,4,0,0,2,1,1,1
5.6,4604,26,7,7,4,1,1,3,0,0
7.0,5513,115,95,1,4,0,1,0,1,0
2.8,13302,83,7,5,3,3,0,2,2,0
6.9,19872,15,62,4,0,2,1,0,1,1
6.5,11316,92,43,7,1,3,0,2,0,1
7.4,8476,10,37,5,1,0,1,2,2,1
4.7,14689,23,46,0,3,2,0,1,1,1
8.2,11990,111,58,5,2,1,0,0,2,2
6.6,16695,57,13,6,2,3,1,3,0,0
4.6,19048,113,34,5,0,1,3,1,2,1
3.3,2407,56,84,8,3,2,3,0,1,0
4.9,11012,46,35,6,5,2,1,3,0,0
7.7,19769,111,28,0,5,0,2,3,0,0
6.9,153,15,25,4,3,3,3,3,1,0
1.7,13589,48,34,8,5,0,1,2,2,0
5.3,8025,23,88,6,1,3,0,0,1,1
6.3,1753,45,59,6,1,0,2,0,1,1
9.8,17421,61,42,9,0,0,2,0,2,1
8.6,7021,81,34,7,0,0,3,0,2,1
5.6,9066,97,76,7,1,1,0,2,2,1
6.4,14985,112,77,9,1,3,3,1,0,1
3.3,10521,48,91,7,1,0,3,2,0,0
0.7,15999,23,97,7,5,2,1,2,2,0
5.2,7020,14,66,9,5,1,2,1,0,0
8.0,11497,80,84,8,1,1,1,0,0,2
6.4,19782,80,46,5,5,2,2,3,0,0
4.5,19181,117,42,2,1,2,3,3,0,1
7.8,12066,38,65,6,1,3,3,0,0,1
9.6,13317,36,30,0,2,0,0,1,2,1
3.0,6747,63,71,8,4,1,0,0,2,0
5.9,13953,113,50,2,2,2,0,0,2,1
4.9,11508,80,83,2,2,0,3,2,1,1
6.1,8009,92,55,6,1,3,0,2,0,1
5.1,2089,14,98,0,1,2,0,0,1,1
10.0,8004,114,35,0,3,0,1,2,0,1
5.8,9604,19,31,8,2,0,3,1,1,1
6.6,8342,58,61,6,1,2,2,3,2,1
6.3,17867,54,33,0,4,1,1,0,2,0
3.5,681,22,44,0,4,3,0,0,0,0
6.4,1440,79,70,1,0,3,1,2,2,1
3.1,1769,38,50,3,0,3,3,1,0,0
9.6,10158,108,98,1,4,0,1,2,2,0
7.8,6436,48,57,3,5,0,2,1,1,0
4.8,15488,36,96,6,4,1,3,1,0,0
5.7,12045,53,71,6,0,1,2,3,1,1
8.1,15284,114,91,2,5,2,3,0,1,0
6.5,17520,23,10,4,3,2,3,2,1,0
2.7,5676,96,5,0,2,2,1,3,2,0
6.3,7733,14,55,7,2,0,3,0,0,1
8.2,15248,23,65,9,4,3,2,1,1,0
1.3,5782,107,42,2,1,3,0,3,2,0
6.3,7762,119,94,5,1,2,3,2,1,1
4.3,8640,90,54,0,1,1,0,2,0,1
8.5,12432,50,4,6,1,0,3,1,1,0
5.1,19968,85,15,7,4,1,2,1,2,0
4.9,11775,69,24,4,5,3,1,3,0,0
7.7,12307,15,29,7,3,2,0,3,2,0
4.2,5795,51,86,7,4,1,0,1,1,0
6.2,15059,85,85,0,0,3,0,1,0,1
6.6,5061,38,60,8,1,1,3,1,0,1
5.6,15753,18,98,7,0,3,1,0,2,1
3.4,4442,75,89,3,4,3,3,1,1,0
4.3,9324,92,91,7,0,1,1,0,2,1
5.7,4012,59,44,3,1,3,2,1,1,1
2.2,900,90,98,2,1,3,0,1,1,0
6.2,1075,22,55,7,3,3,0,3,1,1
5.5,11379,93,14,9,4,2,1,0,1,0
7.1,9774,112,45,3,2,1,1,0,2,1
7.3,11323,93,48,1,5,0,1,0,1,0
3.8,6385,45,72,2,4,2,1,2,2,0
5.0,15825,69,2,0,4,2,0,0,1,0
4.1,3836,59,99,0,0,3,0,1,2,1
4.9,8809,69,37,7,5,2,2,3,0,0
5.5,11328,89,20,2,2,2,0,3,0,0
8.2,13153,92,67,8,5,2,2,2,0,0
4.8,18007,106,18,0,3,2,0,0,0,0
7.8,2570,62,56,4,2,2,1,3,1,1
6.5,11425,42,42,0,2,3,0,2,2,1
8.8,11405,23,26,6,1,2,1,3,0,0
5.3,18262,30,52,4,5,0,2,0,0,0
4.4,8928,37,69,4,2,0,3,0,1,1
6.3,15714,44,96,4,3,1,1,1,0,1
2.8,14023,63,39,2,4,0,0,2,1,0
6.3,17920,28,38,0,1,3,1,2,0,1
7.1,19020,90,43,6,5,2,1,0,2,0
8.2,7883,84,34,6,0,3,0,2,2,1
6.8,7930,85,40,3,5,3,3,2,1,0
5.7,16332,47,43,6,0,1,3,1,0,1
9.9,18855,77,17,6,0,3,0,1,2,0
6.0,19991,69,48,8,5,1,3,2,2,0
3.9,3649,37,17,2,4,1,2,1,0,0
5.9,9406,55,16,4,3,3,3,1,2,0
3.3,18433,75,9,8,1,1,3,2,2,0
3.5,12652,32,86,8,3,2,2,2,0,0
6.5,17322,78,45,9,2,0,2,0,2,1
3.3,11389,89,45,9,1,1,0,0,0,0
4.8,14871,64,8,4,4,3,0,1,2,0
3.7,6109,91,77,1,5,1,2,1,1,0
6.3,12287,102,19,5,3,0,1,3,0,0
4.6,5004,107,36,5,5,2,1,2,2,0
7.1,19276,83,49,0,0,1,0,0,1,2
6.9,5549,14,2,6,0,1,0,1,2,0
3.4,13629,71,21,2,0,2,1,0,2,0
7.8,13882,90,23,5,0,3,3,1,2,0
5.7,8948,42,94,5,4,2,0,1,0,0
3.6,5454,110,66,1,0,0,3,2,0,0
6.7,1740,118,64,0,4,1,2,1,2,0
9.5,19257,81,97,4,4,3,0,0,0,0
5.6,5172,36,3,6,0,1,1,2,1,0
2.7,7595,55,79,2,3,2,1,1,0,0
7.8,8706,41,70,8,1,3,1,1,2,1
9.2,7773,19,28,1,2,3,0,2,1,0
3.8,7495,92,48,0,3,0,1,3,1,0
4.4,17786,82,90,3,0,0,1,0,1,1
6.1,6854,26,39,5,0,1,2,3,2,1
2.1,9261,97,10,3,3,1,1,0,0,0
10.0,16138,21,18,9,3,3,1,2,0,0
5.9,16395,34,29,4,1,3,1,2,2,0
6.1,8417,67,74,9,3,1,2,0,0,1
6.7,13244,97,71,2,1,1,3,0,0,1
5.5,7799,83,6,9,0,3,0,1,2,0
5.0,17310,60,70,7,1,2,1,0,1,1
4.1,18567,76,12,4,0,0,3,2,1,0
3.6,5490,37,65,1,1,2,3,0,0,0
6.8,12343,43,62,4,2,2,0,0,2,1
8.7,18910,96,73,7,1,1,3,1,2,2
7.9,13148,36,19,1,0,3,2,3,2,0
5.4,19712,61,96,9,0,0,3,3,1,1
5.6,1874,37,99,9,2,3,1,2,1,1
9.2,848,85,29,5,3,3,2,1,2,0
4.4,11840,26,64,7,5,0,3,2,2,0
2.7,9549,100,33,3,2,1,0,2,1,0
6.5,18549,96,66,7,2,0,2,1,1,1
7.7,823,75,68,0,1,1,0,2,1,1
1.0,15347,21,48,2,5,3,0,2,0,0
6.8,1881,111,1,6,2,2,0,3,2,0
3.7,7281,96,3,0,4,2,2,1,0,0
3.2,12690,38,33,3,3,1,1,3,0,0
5.4,14653,15,94,1,4,0,3,1,1,0
3.7,900,39,1,8,5,3,0,0,0,0
2.5,7456,87,72,7,4,0,1,3,1,0
6.2,1682,33,33,0,3,3,3,3,1,1
5.9,13374,31,22,7,5,3,2,3,2,0
2.6,18447,22,15,0,2,1,3,3,1,0
3.2,5793,54,40,1,0,1,0,3,2,0
6.9,3152,117,1,2,1,0,1,2,1,0
7.1,18685,16,14,4,2,2,1,0,0,0
0.7,13768,100,95,4,3,2,2,3,2,0
3.5,15683,32,9,4,3,0,3,0,1,0
5.8,5141,87,45,6,0,0,1,2,0,1
6.8,9167,58,48,9,4,0,1,3,0,0
6.8,18920,108,59,4,0,0,2,0,0,1
7.2,17668,19,41,6,2,0,1,3,1,1
4.6,15981,101,29,4,0,3,2,2,0,0
6.4,1944,48,6,1,2,3,0,3,2,0
5.2,1597,96,69,9,5,0,1,3,1,0
4.9,15414,28,79,3,2,1,3,0,0,1
3.0,12783,78,78,5,5,1,3,0,0,0
6.6,6708,114,61,3,3,3,1,0,0,1
2.7,3070,91,56,2,5,1,3,1,0,0
3.7,6976,46,91,4,0,2,0,3,0,0
7.4,9960,59,5,4,4,3,0,1,1,0
5.7,19103,56,48,6,4,3,3,0,1,0
8.1,18447,11,55,9,0,2,2,1,0,1
5.3,8333,54,56,6,4,2,2,2,1,0
4.9,806,57,54,9,2,0,3,2,0,1
8.3,9952,41,99,3,3,2,3,2,2,1
5.2,16175,78,25,5,1,0,0,0,0,0
6.6,13948,13,45,4,1,2,1,3,1,1
5.7,11610,35,46,3,2,1,3,1,2,1
6.2,14996,113,31,9,4,2,0,1,0,0
5.6,7213,14,49,9,1,2,2,0,0,1
7.8,8548,45,16,2,0,2,3,0,0,0
6.1,13308,92,24,6,3,1,2,3,1,0
5.3,10201,37,28,4,5,1,3,2,1,0
6.5,6074,30,68,4,2,0,1,2,0,1
2.9,19867,114,60,7,0,1,3,0,2,0
8.0,11431,101,0,6,2,1,3,3,2,0
3.0,14535,22,34,0,1,3,1,1,2,0
4.7,9065,102,47,9,0,0,2,0,1,1
5.1,9073,26,23,6,0,3,3,3,1,0
6.5,16581,23,18,5,2,3,3,0,2,0
9.2,10356,109,21,4,1,1,3,3,0,0
8.1,7682,78,96,4,3,3,1,2,2,1
3.1,19415,112,6,3,0,3,2,1,1,0
4.2,10800,107,50,1,5,1,2,3,0,0
3.2,19554,71,83,2,0,2,1,1,0,0
3.4,590,107,88,8,4,3,0,3,1,0
4.8,16645,114,73,3,0,1,1,3,0,1
8.6,236,90,37,5,5,0,2,3,0,0
5.5,9972,77,68,9,4,3,3,0,0,0
5.8,13025,77,84,0,1,2,2,2,2,1
6.5,3117,110,26,8,1,0,1,0,2,0
4.1,4873,14,38,3,0,3,0,2,1,1
5.9,15263,25,65,5,0,1,2,2,0,1
6.5,3558,61,72,9,1,1,2,0,0,1
10.0,1981,25,27,8,2,2,0,1,2,0
7.8,12187,20,66,1,3,3,1,3,2,1
9.3,18122,100,66,1,1,1,2,2,2,2
6.1,13998,11,19,8,2,1,2,0,1,0
7.1,18254,101,16,6,3,3,3,2,2,0
6.5,9656,75,32,1,1,3,1,0,0,1
2.4,4604,43,15,4,3,3,1,0,0,0
1.1,4340,68,57,0,3,0,1,3,0,0
3.8,11007,82,82,4,4,1,1,2,1,0
8.5,8918,41,33,0,4,1,3,0,0,0
5.2,9740,105,22,3,0,0,2,2,0,0
7.6,17762,106,92,3,1,1,1,0,1,2
8.6,5726,12,51,2,0,1,3,3,2,1
3.4,12646,90,88,2,2,1,3,0,1,0
9.0,12819,98,52,6,4,2,2,1,2,0
3.7,13010,96,29,8,1,3,3,2,2,0
5.6,19381,54,93,5,0,0,2,3,2,1
3.8,15096,95,17,9,2,1,3,3,2,0
6.5,4568,66,11,4,2,1,2,2,2,0
5.7,32,34,93,9,4,1,2,2,1,0
7.6,18844,114,51,4,3,3,2,2,2,2
8.0,10813,99,83,0,1,1,0,1,2,2
9.2,625,42,94,4,3,2,1,1,2,1
7.5,17152,31,48,6,0,3,2,0,0,1
7.6,15068,68,14,8,3,1,2,1,1,0
5.1,9624,97,35,8,5,1,1,2,2,0
5.6,812,15,47,3,5,0,3,1,1,0
6.6,8391,115,53,6,3,2,0,2,1,1
3.5,3849,70,10,5,5,3,3,2,2,0
8.2,7233,109,52,9,0,2,0,3,1,1
5.7,10769,84,12,3,0,3,1,3,2,0
6.4,15852,46,40,0,4,3,1,0,2,0
3.0,8638,50,19,8,5,3,2,1,2,0
5.3,7373,89,83,3,0,0,1,0,0,1
7.7,16934,71,85,2,3,0,3,1,2,2
6.8,19473,54,58,2,0,2,0,1,1,1
7.7,16306,73,95,8,0,3,0,2,1,2
5.3,5610,58,67,2,5,3,1,1,2,0
6.3,5964,118,33,0,1,2,1,3,2,1
5.8,8195,65,9,3,4,2,0,0,1,0
7.3,7279,50,17,1,4,2,0,1,1,0
6.5,19807,14,70,3,4,3,1,0,2,0
5.2,2992,118,56,3,2,2,2,1,1,1
0.9,9596,31,94,5,3,1,3,1,1,0
6.3,1773,75,38,9,1,3,0,1,1,1
2.6,4081,101,47,3,3,0,1,0,2,0
7.4,11129,59,64,7,5,3,2,0,1,0
7.7,2589,59,12,1,1,0,1,1,1,0
1.4,11252,36,48,2,2,3,0,2,2,0
6.6,10433,39,60,5,5,2,0,0,1,0
6.5,12891,119,26,1,4,0,2,0,2,0
6.8,19596,67,58,6,3,3,1,2,2,1
3.5,3923,84,79,7,0,0,3,0,1,0
7.0,3210,60,14,5,5,3,1,1,2,0
3.5,19625,115,31,0,1,3,1,3,0,0
7.4,6310,102,17,1,0,3,1,1,1,0
6.9,19172,74,23,1,2,0,1,3,1,0
5.3,4941,93,25,2,1,1,3,1,1,0
6.8,15641,115,99,9,5,2,3,1,1,0
4.1,2733,49,54,7,1,1,3,3,0,1
4.9,13904,81,23,9,4,3,3,2,2,0
8.3,4009,79,67,5,4,0,2,1,1,0
8.2,949,69,94,3,3,2,0,3,1,1
3.8,15893,101,75,1,3,0,3,3,0,0
4.8,7477,116,69,9,3,2,1,0,0,1
4.9,11094,41,94,8,2,1,2,1,2,1
6.1,2781,74,1,8,3,2,1,3,0,0
5.7,4,51,16,5,2,2,2,3,1,0
8.6,12678,54,52,5,3,2,2,0,1,1
9.1,11482,68,78,8,4,1,3,3,2,0
9.6,12361,95,23,9,1,1,0,0,1,0
10.0,14400,55,100,6,0,2,3,1,0,1
2.8,4893,34,20,2,5,2,0,0,1,0
5.6,18813,13,52,7,2,2,0,1,0,1
4.6,10710,64,89,7,4,3,1,1,1,0
4.2,17120,51,61,7,2,1,3,0,2,1
8.8,10834,114,33,9,2,1,3,0,1,2
6.8,10299,44,67,8,0,1,1,2,2,1
2.8,783,75,60,6,1,3,2,0,1,0
10.0,1667,93,74,6,4,1,1,1,2,0
2.4,7349,115,48,4,3,3,3,2,1,0
5.3,9543,56,85,9,4,1,1,2,0,0
6.2,513,77,93,9,0,1,3,1,0,1
3.7,18568,34,24,6,2,1,3,0,1,0
7.1,8388,36,64,1,4,2,3,2,0,0
4.8,2447,78,99,0,4,2,3,1,1,0
7.6,7264,48,98,6,0,0,1,2,0,1
6.8,13689,25,73,7,0,3,1,3,0,1
1.0,3188,119,28,7,1,1,1,3,0,0
2.9,8415,92,82,0,4,1,2,0,0,0
7.7,4896,76,57,9,1,0,2,1,0,1
6.8,1863,53,92,6,2,1,2,0,2,1
3.9,1141,30,15,0,5,3,3,0,2,0
4.7,17952,87,79,4,2,3,0,3,1,1
5.8,13798,84,35,5,2,0,1,3,2,1
1.9,597,80,33,8,5,2,3,3,1,0
10.0,14711,49,46,8,2,3,0,0,1,1
4.0,12961,81,92,6,3,2,2,2,0,1
6.1,19133,88,22,1,2,0,1,1,1,0
9.3,6058,101,84,9,2,0,0,3,0,1
5.6,12744,102,24,1,2,1,0,3,2,0
6.6,12693,71,74,7,0,0,2,1,0,1
4.1,2178,59,15,3,4,2,2,0,2,0
4.9,15633,78,16,9,3,3,3,2,2,0
4.1,14248,109,53,0,0,2,0,3,0,1
8.6,2428,56,41,9,3,3,2,2,2,1
4.7,10068,75,35,2,2,0,3,3,0,1
4.5,13761,35,54,4,0,1,0,2,2,1
4.3,203,115,81,0,3,1,2,2,0,1
6.8,8518,84,88,0,0,0,0,1,2,1
7.2,4417,69,26,2,1,3,0,3,0,0
2.0,886,81,51,4,2,2,0,1,2,0
6.1,4026,45,1,0,3,1,2,1,0,0
6.6,19026,28,99,5,3,0,1,0,0,1
8.8,10972,40,67,6,0,2,0,2,0,1
3.6,721,45,100,3,0,3,1,2,0,0
3.8,805,64,0,7,3,0,2,3,1,0
7.3,7808,26,81,8,4,0,3,0,2,0
5.9,4684,78,39,1,0,0,1,0,1,1
8.8,12480,79,24,8,3,3,0,3,2,0
8.2,6106,38,46,0,0,1,0,3,1,1
6.6,19654,35,5,2,0,2,3,2,2,0
5.9,4007,95,34,2,5,1,0,0,2,0
5.7,2776,30,82,5,5,0,1,1,2,0
5.9,5514,18,37,9,5,0,2,3,1,0
6.1,9174,19,91,0,5,3,1,2,1,0
8.8,15937,53,43,8,1,0,2,0,0,1
1.9,8041,56,90,3,2,3,3,0,2,0
5.2,3921,23,66,7,0,2,2,3,1,1
6.4,9405,27,78,1,5,0,0,0,1,0
4.8,14500,71,44,1,3,3,2,0,1,1
5.4,13203,73,98,3,3,3,3,1,0,1
5.1,15065,70,70,0,3,2,3,3,2,1
8.6,1029,105,51,7,5,2,3,2,1,0
5.2,1509,95,20,0,3,3,1,1,1,0
4.6,17516,78,13,4,1,3,2,3,2,0
7.6,2594,77,77,9,5,3,0,3,2,0
4.9,14192,13,56,0,4,0,2,0,1,0
5.7,18459,69,29,2,4,2,1,2,2,0
3.8,11591,74,57,1,0,1,0,3,0,0
5.2,18907,17,1,9,4,0,1,1,1,0
5.9,4376,26,45,7,0,0,1,1,0,1
3.5,1794,100,68,4,3,3,3,2,0,0
5.8,19440,60,47,2,0,0,0,3,2,1
7.0,16169,80,15,0,3,0,0,2,0,0
2.0,13490,64,20,1,0,1,2,2,1,0
4.7,2942,64,85,4,3,2,0,1,0,1
10.0,12744,64,15,9,1,0,0,2,2,0
5.6,9611,52,36,5,5,1,3,0,0,0
8.3,11561,61,40,6,3,2,1,0,2,1
5.9,1402,65,100,1,3,2,2,3,2,1
5.3,4432,100,30,1,2,0,1,0,1,1
7.9,7711,108,7,2,2,0,2,2,1,0
8.4,8372,47,7,8,1,3,0,1,1,0
4.2,16712,23,54,1,4,3,3,3,1,0
3.8,18978,93,64,4,2,1,2,3,1,0
3.3,11155,63,67,4,4,1,1,0,2,0
4.2,2458,109,62,9,0,2,0,2,2,1
8.3,3511,18,74,4,0,0,1,1,1,1
6.1,3010,51,88,0,2,3,1,2,0,1
8.4,5362,94,0,9,5,2,2,1,2,0
3.9,14199,35,90,5,3,1,1,1,0,0
4.0,11220,33,1,9,5,3,2,2,1,0
5.2,2951,36,64,3,0,2,0,1,2,1
6.6,17033,55,21,1,4,3,2,3,0,0
5.7,9371,43,97,3,4,3,0,1,2,0
7.4,9690,21,92,1,1,2,2,3,1,1
6.8,10383,29,43,5,5,1,0,0,0,0
7.0,7189,83,100,0,3,0,0,1,0,1
7.4,5440,102,28,2,5,1,2,1,0,0
8.2,7755,53,88,0,3,0,2,1,1,1
1.1,11724,96,3,0,4,3,0,0,2,0
6.0,4542,49,40,9,1,1,0,1,2,1
7.7,11068,114,67,2,2,2,1,1,1,2
10.0,12416,12,67,6,2,0,0,3,1,1
5.8,8748,86,25,2,1,2,2,2,2,0
1.6,10234,14,71,8,2,2,3,1,0,0
8.9,7853,23,38,7,5,2,3,3,0,0
3.6,16356,107,37,3,3,1,3,3,1,0
6.9,9131,116,35,8,1,0,2,1,0,1
7.1,13899,29,4,9,5,1,3,3,0,0
6.3,18716,54,63,8,2,2,1,3,0,1
1.7,6819,33,100,5,5,3,1,0,0,0
5.3,17409,85,64,5,1,2,0,3,1,1
2.9,2105,36,89,6,0,3,2,1,0,0
6.9,10618,65,53,8,0,2,2,0,1,1
4.2,2364,40,84,8,0,0,2,1,1,1
1.8,10782,54,56,3,5,3,0,3,0,0
7.4,11209,88,18,7,4,2,3,2,2,0
3.5,10786,11,76,1,2,2,2,3,0,0
6.3,15285,39,55,8,2,0,0,3,0,1
4.5,12522,38,74,8,0,1,2,0,2,1
7.7,17998,99,41,8,4,2,2,3,1,0
7.7,10365,112,82,8,3,1,0,3,2,2
6.5,14694,81,23,9,2,2,1,2,0,0
5.8,5488,29,72,8,3,1,2,2,1,1
5.1,17941,66,50,6,2,1,0,1,1,1
3.6,6494,68,90,9,2,3,3,2,0,0
4.8,16905,35,19,8,3,3,1,1,1,0
7.0,10998,73,28,2,0,1,0,0,2,0
9.9,9715,36,80,5,1,2,2,1,2,1
7.1,11946,57,24,8,2,0,1,0,0,0
7.4,8422,21,91,0,1,3,0,1,2,1
5.8,10808,99,7,2,4,1,1,0,0,0
7.1,10872,27,79,4,1,3,1,1,2,1
1.7,9892,55,14,9,2,3,3,1,2,0
4.6,19358,111,94,9,2,2,0,1,2,1
7.4,16027,33,78,9,2,1,3,3,0,1
7.4,16214,33,4,6,0,1,0,0,2,0
4.9,4389,51,30,6,4,0,3,2,0,0
3.4,18761,113,29,0,5,1,0,0,2,0
5.9,7515,96,73,4,3,0,3,0,1,1
5.1,15892,75,23,9,2,0,0,1,0,0
7.9,19721,94,93,0,0,1,0,0,2,2
7.4,12790,64,38,5,1,2,0,2,1,1
9.1,17578,13,48,5,2,0,3,3,1,1
8.2,8596,73,96,5,2,1,1,0,1,1
5.5,13284,63,89,8,1,0,1,0,1,1
6.7,9154,13,7,7,2,1,0,0,2,0
10.0,1506,85,93,6,1,2,2,0,2,1
5.2,1301,113,12,4,3,0,0,3,0,0
6.3,14164,68,30,1,3,1,3,3,2,1
6.0,11026,94,44,8,2,1,1,3,0,1
6.0,7717,92,62,8,0,1,0,0,1,1
4.3,9146,115,82,2,1,1,1,2,0,1
8.6,16871,112,8,9,5,1,0,2,1,0
4.2,1954,33,43,6,4,1,1,3,2,0
9.7,13940,96,81,4,4,3,3,2,1,0
9.3,19655,106,77,5,0,1,1,3,2,2
6.5,12588,17,30,4,2,2,3,0,2,1
6.0,12976,37,67,7,3,2,2,3,1,1
4.4,2915,65,77,9,1,1,0,0,1,1
6.1,14603,47,71,5,1,3,1,0,0,1
8.2,16750,107,76,5,3,1,1,2,0,2
4.6,14306,39,100,7,0,1,1,0,2,1
8.9,4384,19,83,2,5,1,3,1,0,0
8.1,19633,95,80,7,2,2,1,1,2,2
5.8,14137,97,25,9,5,2,0,0,0,0
7.6,14787,77,4,4,1,1,2,1,0,0
4.2,3027,62,5,5,0,2,2,3,0,0
5.8,4156,115,85,7,4,2,0,1,2,0
10.0,8842,73,4,9,2,1,0,3,1,0
8.4,5907,25,78,0,2,0,0,3,1,1
7.0,2539,44,51,8,5,3,0,2,2,0
6.1,13410,22,77,3,2,2,1,2,2,1
5.9,294,102,31,5,4,2,3,3,2,0
5.9,8680,117,97,0,3,0,3,3,1,1
4.5,2708,39,40,8,0,3,1,1,1,1
7.3,11143,114,36,5,0,0,0,1,0,2
8.1,2717,56,94,3,0,0,3,0,2,1
5.5,18197,98,50,4,1,1,2,0,0,1
6.9,7064,82,8,4,4,2,1,1,1,0
4.5,10634,76,16,0,1,1,3,0,2,0
5.9,4455,22,16,2,3,3,0,0,1,0
4.3,15945,17,47,3,0,3,0,1,1,1
5.5,7676,28,65,2,1,1,2,1,1,1
6.2,11580,56,14,4,4,2,1,3,0,0
7.2,19043,67,49,5,4,2,1,1,2,0
4.8,15276,40,78,0,5,3,1,0,1,0
7.0,3965,71,44,9,0,1,2,3,0,1
4.1,11781,30,85,1,1,2,2,2,1,1
6.6,64,20,72,7,3,3,3,2,2,1
10.0,16513,38,20,2,4,3,2,3,0,0
5.3,596,46,10,1,0,3,0,0,1,0
