current_time,fridge_item_count,last_meal_hour,stress_level,snack_type_preference,screen_time_today,snack_choice
22.42,6,5.7,3,3,9.4,1
3.61,13,4.3,2,1,7.6,1
22.99,1,1.7,3,3,11.4,2
3.66,15,4.6,0,1,12.2,1
2.94,4,4.4,0,0,12.2,2
22.49,5,2.5,1,2,7.7,1
0.67,19,6,0,1,10.4,1
22.44,19,2.6,0,0,10.7,2
23.98,4,4.9,2,1,7.7,2
0.11,19,5,2,3,14.3,2
1.59,18,8,3,3,5.5,1
3.85,8,7.4,3,0,11.4,1
23.02,16,5.2,1,2,5.7,2
23.97,5,6.3,1,1,8.9,1
1.52,0,6.2,1,2,10.6,2
23.03,12,2.9,3,0,3.4,2
2.26,13,7.7,0,0,4.8,1
0.42,18,4.8,3,2,13.4,1
3.69,13,4,2,1,12.8,2
1.77,13,7.1,1,1,7.1,1
0.17,7,7.3,0,0,12.9,1
2.31,7,7.9,3,1,3.8,1
3.02,19,3.6,1,0,2.6,1
2.79,17,6.3,2,1,2.6,1
23.57,12,4,0,1,7.1,2
0.5,8,3.5,1,1,7.9,2
0.71,1,4.6,2,1,7.6,1
0.33,12,4.1,2,2,11.4,1
23.86,7,3.3,0,3,10,1
2.51,6,4.6,2,3,1.5,1
22.07,13,7.6,3,0,10.5,2
23.76,5,7.3,3,0,9.9,1
22.85,8,2.8,2,3,14.4,1
22.77,10,1.6,1,0,14.1,1
23.66,12,5.1,3,2,3.5,2
2.57,12,7.7,1,2,1.2,1
3.81,13,1.9,2,2,4.1,1
1.08,16,7,1,2,12.8,1
0.03,14,1.5,1,1,11.5,1
2.97,8,2.8,0,3,3,1
22.4,8,2.1,2,0,6.8,1
22.56,19,8,0,3,8.4,1
0.07,2,6.4,2,3,2.2,1
0.69,18,4.9,2,0,12.2,1
2.78,17,5.3,3,2,10.2,1
3.54,7,3.8,0,3,14.3,1
1.18,17,1.5,1,2,1.7,1
0.97,14,3,0,0,5,1
23.28,10,2.5,2,3,6.2,1
0.7,6,7.8,2,2,5,1
3.53,11,3.8,3,0,2.6,1
0.35,3,6.8,1,2,5.7,1
23.26,3,6.8,1,1,5.4,1
0.02,11,3.1,2,3,11.5,1
1.08,10,5,2,2,3.2,1
1.59,7,5.5,2,3,2.5,1
0.59,3,1.8,0,0,12.4,1
2.54,9,3.3,0,3,14,2
1.5,11,1.2,3,0,8.7,1
1.98,0,6.7,1,1,11.3,1
3.17,4,7.6,2,3,4.4,1
3.19,0,6.1,2,0,12.1,1
23.22,16,6.7,2,0,9.5,1
1.73,13,4.1,2,3,4.3,1
2.29,1,3.5,2,3,4.7,1
22.87,7,7.5,3,1,10.5,1
3.05,17,2.1,3,2,13.6,2
23.08,15,4.1,2,2,14.8,1
2.79,18,1.6,1,1,1.3,2
22.97,15,6.5,0,1,10.2,1
2.44,2,3.3,0,0,9.1,1
22.89,3,5.4,2,3,1.1,2
0.27,1,6.7,2,3,4.2,1
22.86,0,2.6,3,2,10.3,2
23.62,9,7.7,2,3,6.5,2
3.9,10,5.7,0,0,1.9,1
22.64,3,5.9,3,3,10.1,1
0.43,11,7.5,2,1,7.4,1
2.05,16,5.7,3,2,1.8,1
22.57,4,3.8,3,0,4.5,2
22.65,1,4.2,2,1,1.1,2
22.86,12,6.2,0,2,11.6,1
1.86,12,1,3,2,11.2,1
3.45,4,6.8,2,3,6.1,1
2.95,8,4.3,0,2,6.7,1
3.89,19,4.2,3,1,7.8,1
1.46,0,3.6,1,1,13.9,2
3.76,14,4.1,2,0,2.7,1
23.83,14,4.5,0,2,1.2,2
0.52,12,4.4,3,1,9.4,1
0.37,4,4.7,1,1,12.6,1
22.28,8,1.7,1,3,6.9,1
2.97,2,2,0,1,13.2,1
22.15,3,2.2,1,1,5.3,1
2.37,1,4.9,0,2,1,2
0.44,15,6.6,2,2,4.2,2
22.04,2,4.3,0,2,3.7,1
23.74,13,6.1,3,0,13.2,2
0.07,12,2.4,2,3,4.4,1
3.78,1,1.1,2,1,10.4,1
1.96,8,7.5,3,2,4.3,1
1.26,15,5.2,3,0,1,2
22.76,11,2.3,0,3,6,1
0.34,17,6,1,0,10.5,1
22.21,12,7.1,2,2,14.6,2
2.56,1,2.9,1,0,11.7,2
22.98,0,3.7,1,1,6.6,1
1.56,5,1.5,3,0,8.2,1
2.19,14,6.1,1,0,3.6,1
0.2,13,6.1,0,3,4.4,1
1.79,10,4.8,1,3,8.2,2
2.58,17,3.7,0,3,6,1
23.1,18,5.8,2,3,14.5,1
1.6,7,8,0,2,12.5,1
2.4,1,3.8,0,1,1.4,2
0.14,19,5.9,0,1,14.2,1
22.97,7,6.7,2,2,3.6,1
23.71,9,7.6,0,3,13.8,2
3.59,19,4.9,1,2,2.5,2
0.14,7,5.6,2,2,8.2,2
22.65,7,2.6,2,3,5.6,1
22.5,6,1.6,1,2,5.2,1
23.08,5,7.4,0,1,12.3,2
22.76,1,6.3,2,2,6.2,1
0.97,17,7.2,1,3,2.3,2
0.08,14,1.9,1,0,5.6,1
3.04,15,4.1,0,1,7.9,1
3.28,18,5.8,2,3,13.5,1
0.83,2,7.9,1,0,12.2,1
3.32,12,3.5,3,1,11.3,1
0.7,17,7.1,3,2,3.6,1
1.85,8,7.6,3,2,13.4,1
22.97,8,3.9,1,3,9.8,1
22.31,17,6.7,2,1,2.8,1
22.96,6,1.6,1,1,5.3,2
23.51,18,6,2,2,10.3,1
2.5,18,4.3,2,0,8.1,1
23.04,14,1.4,2,1,4.6,1
22.78,14,6.5,0,3,4.4,2
3.56,7,5.5,1,0,6.5,1
2.13,13,4.2,1,3,7.6,1
0.84,15,2.7,2,2,1.1,1
22.57,15,5.1,1,0,1.7,1
3.1,17,2.2,0,1,8.4,2
22.65,16,1.7,3,2,5.9,1
1.66,1,5.1,1,2,4.2,1
2,9,2.4,1,3,7.4,2
0.4,13,6.5,2,2,12,1
3.46,7,1.6,0,1,7.2,1
22.3,19,2.2,0,0,1.5,1
2.9,5,6.3,0,2,12.9,2
1.32,3,7,3,2,5.3,1
1.66,10,2.9,0,3,13.8,2
3.91,19,1.7,0,2,14.7,1
1.49,14,3.1,3,0,8.7,2
2.77,18,1.9,0,0,1.2,2
22.92,16,1.9,1,1,12.4,1
2.85,19,5.8,0,1,7.5,1
2.56,4,6,0,1,7.2,1
3.8,13,7.3,1,2,2.3,1
3.6,10,6.1,3,3,10.1,1
23.28,7,2.2,0,0,7.9,2
0.78,11,6.4,0,2,2.7,1
3.46,12,5.2,1,0,3.3,2
1.84,18,5.2,0,3,3.7,1
0.78,0,4.2,2,2,12.9,1
22.65,3,1.9,1,2,4.3,2
0.11,4,7.3,1,0,12.8,1
1.98,3,1,1,2,10.1,2
2.65,10,4.1,1,1,14.3,2
0.68,12,2.5,1,1,9.2,1
22.33,7,2.4,0,1,9.1,2
1.79,3,4.8,2,3,11.2,2
3.52,6,1.8,1,2,1.3,1
0.97,12,1.3,3,2,8.8,2
3.56,6,5.1,2,1,4.8,1
0.12,13,5.3,3,1,13.6,1
3.31,16,1.7,3,2,2.5,1
2.71,17,2.1,3,2,7,2
3.76,16,1.9,3,1,2.6,1
2.74,16,7.1,2,0,11.7,2
23.93,15,7,3,2,14.5,1
3.39,5,3.1,0,3,13.1,1
2.01,10,4.9,1,1,7.2,1
22.97,0,6.1,2,1,4.8,1
22.28,5,7.8,1,1,12.6,1
0.19,7,1.7,3,0,1.7,1
2.71,11,6.4,1,0,12.5,1
1.7,2,2.3,0,0,10.1,1
1.16,9,7.8,2,2,7.6,2
22.02,9,5.9,0,0,11,1
0.61,7,5.8,3,0,5.8,1
22.94,5,2.6,3,3,4.9,2
0.72,3,4,2,2,5.4,1
3.94,8,1.5,3,1,9.1,1
3.27,14,1,3,3,2.7,2
23.86,15,2.8,1,2,8,2
1.56,1,7.2,2,0,10.9,1
1.01,3,3.7,0,3,9.2,1
22.78,1,3.7,0,0,14.1,1
3.93,7,1.8,1,2,3.5,1
0.55,10,2.3,1,1,6.2,2
1.03,5,6.1,1,2,4.1,1
1.88,9,4.3,2,2,3,2
23.15,3,1.5,3,2,2.8,2
23.33,2,4.4,3,1,12.2,1
23.15,11,7.3,0,3,9.5,2
0.3,0,3.9,1,1,4.2,2
23.2,13,2.1,3,0,2.4,1
3.55,10,2.5,2,2,8.4,2
2.28,7,5.8,3,1,9,1
3.38,12,4,2,3,8.3,2
3.08,1,4.8,1,0,2.8,1
2.21,5,6.4,1,0,8.1,1
23.45,13,5.3,0,0,11.6,2
1.69,3,4.5,0,2,13,1
23.12,1,7,0,1,5.9,2
22.79,2,7.5,3,3,2.7,1
1.79,19,4.9,2,3,9,2
1.74,17,7.2,2,2,5.6,1
22.94,6,1.7,2,2,4.3,1
0.11,3,3,1,1,8.4,1
22.4,14,5,2,0,4.5,1
2.29,11,6.8,2,2,9,1
3.92,7,1.3,2,3,8.6,1
2.43,7,7.1,3,1,11.6,2
3.06,6,2.5,1,2,3.2,2
0.85,17,7.3,0,2,4.3,1
22.57,17,4,1,1,5.9,1
2.35,5,3.1,0,1,2.1,2
23.54,15,5.8,3,1,3.1,1
0.33,14,6.3,0,3,7.3,1
2.21,5,2.1,3,1,8.8,2
3.42,12,5.6,0,0,14.5,1
0.91,8,5.6,3,1,6.5,1
3.76,11,1.8,0,3,12.9,1
1.11,15,2.1,2,3,11.9,1
22.73,6,1.8,3,1,14.9,1
1.11,7,2.9,0,3,10.2,1
3.16,18,6.8,0,0,6.8,1
1.22,19,6.4,3,3,7.3,1
2.48,0,3.7,2,2,1.2,1
1.28,10,6.4,0,0,1.6,1
1.27,8,1.5,2,1,3.2,1
23.71,12,7.4,1,0,2.9,1
23.21,2,4,3,0,3.4,1
23.67,16,7.6,0,2,8.3,1
0.64,8,1.7,1,1,12.2,2
2.85,17,5.2,0,2,13.3,1
2.97,15,6.8,3,1,7.5,1
22.98,6,7.2,1,3,4.7,1
1.31,17,2.7,2,2,9.2,2
0.49,14,1.9,0,0,11.7,1
1.42,4,6,0,3,11.9,2
1.88,1,1.9,0,3,10.8,1
23.67,6,2.7,0,0,1.1,1
3.51,14,8,1,2,9.4,1
3.6,17,5.2,0,1,11.5,2
22.63,5,7.3,3,1,4.7,1
2.21,7,5.6,3,3,6.7,1
22.2,11,4.9,3,1,14.8,1
22.28,2,5.3,0,0,3.8,1
3.74,6,7.8,3,3,13.5,1
2.16,18,7.8,3,0,9.8,1
23.94,16,7.8,2,0,11.8,2
2.01,14,2.6,1,3,8.2,1
3.07,10,1.4,2,0,11.4,1
3.22,2,5.9,0,1,14.2,2
22.12,5,4.4,3,2,10.3,1
2.9,16,7.3,1,1,2.7,1
3.11,9,4.8,2,0,7.6,1
1.57,9,3.8,1,2,7.6,1
0.87,2,3.2,0,0,10,1
22.66,17,1.8,0,2,8.7,1
23.44,15,2.6,0,3,8.3,1
0.94,9,4.3,1,3,6.5,1
3.18,18,2.7,1,3,3,1
2.81,16,7.4,2,1,5.7,1
0.97,8,7.4,0,3,1.9,2
2.71,12,4.9,3,2,14.2,1
2.59,19,2.2,1,2,14.8,1
1.47,5,3.3,3,1,5.4,2
23.32,12,6.5,0,3,11.9,1
0.08,12,5.7,2,2,1.5,1
22.98,4,6.2,3,3,12.5,1
22.04,15,2.9,3,2,10.1,1
22.48,10,1.1,0,2,14.1,1
2.55,19,1.1,0,3,10.8,1
22.2,10,5.7,1,0,8.4,2
0.4,16,4.9,3,0,6.3,1
3.9,12,3.9,1,0,9.5,1
2.76,3,6.4,0,2,11.1,1
2.5,13,7.3,2,3,10.2,1
23.65,12,7.2,1,3,10.9,1
1.84,19,6.2,3,2,5.6,1
0.99,2,8,1,1,2.5,2
1.74,1,1.1,1,1,1.1,2
0.61,17,2.7,2,2,11.4,1
1.18,17,6.5,2,3,11.7,2
3.92,3,3.3,3,2,11.3,1
23.97,18,7.2,2,2,2.2,2
23.3,9,5.9,0,0,9.4,1
0.69,0,1.2,2,2,4.8,1
1.14,3,4.3,2,1,12.4,2
22.51,1,1.8,2,0,8.4,1
2.83,8,7.2,2,1,12.9,1
0.53,8,2.4,1,2,11,2
0.47,1,1.9,1,3,13.6,1
1.95,9,6,0,2,7,1
2.63,7,3.1,0,2,4.1,1
3.91,7,5.4,2,3,10,1
23.04,16,6.3,2,0,6.1,1
0.07,1,5.2,1,0,6.6,1
23.01,18,5.1,3,3,5.3,2
3.28,7,2,2,3,8.5,2
1.29,15,1.2,1,3,3.8,1
3.11,12,6.8,0,2,8.1,1
3.9,14,3.9,2,1,4.2,1
1.3,5,2.6,2,0,6.4,2
22.71,17,7.3,3,0,10.8,2
0.16,10,7.4,1,3,13,1
22.22,12,7.5,0,2,11.3,2
3.09,4,2.7,0,0,8,1
22.11,11,5.8,0,0,9.8,1
1.55,12,4.7,2,2,12.5,1
22.64,15,4.9,2,0,9.1,2
22.05,19,4.1,1,3,9,1
23.53,2,2.2,1,0,6.4,1
1.31,4,3.7,2,1,8.6,2
22.45,6,1.5,1,1,4.1,1
1.68,8,6.4,0,3,9.7,2
2.03,9,4.4,1,2,3.1,2
3.81,16,2.1,0,2,5,1
3.39,13,5,1,2,7.9,2
1.4,13,1.4,0,2,10.9,1
2.75,14,1.8,0,3,2.4,1
0.18,4,5.4,0,1,5.4,1
1.51,3,2,3,3,14.8,2
0.42,0,2.9,3,0,1.2,1
0.02,15,5.6,2,0,11,1
2.36,6,4.5,3,0,9,1
23.78,12,2.2,0,1,4.8,1
0.28,17,2.8,0,3,1.6,1
0.2,6,7.5,3,0,13.9,1
3.21,5,6,3,1,9.8,2
23.02,8,3.1,3,2,4.1,2
0.29,15,1.3,0,1,13.3,1
3.32,7,7,0,2,9.6,1
22.09,3,6.9,1,1,6.9,1
3.68,19,2.9,3,3,9.4,1
3.38,15,4.6,1,2,5.2,1
0.5,13,2.6,0,2,1.9,1
1.91,3,4,3,0,3.6,1
3.94,13,1.5,2,0,5,2
1.32,3,1.5,0,0,4,1
22.58,1,2.3,1,3,9.7,2
3.11,17,1.4,3,0,8.1,1
22.8,16,7.4,1,2,2.1,1
23.54,10,4.8,2,2,4.1,2
3.23,17,6.2,0,1,3.9,2
23.53,18,3,3,0,5.1,1
2.46,19,1.9,0,0,12,1
0.68,17,6.1,3,3,12.8,2
2.55,8,1.6,1,0,11.7,2
23.39,18,4.4,0,0,13.5,1
0.51,18,6.9,0,2,6,1
23.91,7,6.7,3,3,1.8,1
23.49,16,7.4,3,1,10.9,1
23.88,4,6.9,3,1,2.7,1
23.93,4,2.5,3,1,4.5,1
3.72,8,5.5,3,2,5.1,1
1.19,1,7.5,2,0,1.9,2
0.77,7,2.8,3,0,14.5,2
1.01,11,3.5,0,0,8.3,2
3.97,4,7,1,2,4.6,1
1.91,16,3.9,1,2,10.1,1
2.21,1,4.7,0,3,7.8,2
23.88,11,7.2,2,3,9,1
0.82,4,5.3,0,1,4.1,1
23.1,7,6.4,0,1,1.9,2
2.1,11,5.2,0,3,1.8,1
0.06,1,7.5,2,3,13.8,2
2.48,18,4.3,0,3,14.2,1
23.28,10,5.7,2,1,6.9,1
0.42,2,4.4,1,2,14,2
0.82,0,2.3,2,3,11.4,2
23,9,6.3,3,2,4.1,1
22.42,5,4.9,2,1,5.7,2
23.9,9,1.1,0,2,3.9,2
1.26,14,2.5,3,0,8.1,1
1.91,6,6.3,0,0,12,2
0.55,8,1.3,0,1,2.7,2
1,0,2.4,1,3,3.8,2
1.25,12,2.4,2,3,13.2,1
1.07,17,2.8,0,1,7.1,1
22.54,6,4.5,0,0,6,2
0.43,8,7.5,1,3,7.1,1
23.22,16,6.3,2,1,11.9,2
1.2,5,3.9,2,1,13,1
2.54,10,4.2,1,2,4.8,2
1.47,17,1.8,1,3,7.6,1
23.33,10,5.5,3,0,13.3,1
23.24,1,6.6,2,0,13.2,2
22.22,16,6.5,2,1,7.4,1
0.55,15,5.6,1,3,5,1
0.59,16,4.9,3,3,11.6,1
23.42,1,1.2,3,2,12,1
2.58,13,7.6,0,2,14.9,1
0.32,5,6.1,2,2,12.9,1
2.01,5,2.4,0,1,9.3,1
1.83,18,1.6,1,3,1.8,2
1.62,19,2.3,3,1,13.8,1
3.44,8,6.1,0,0,9.9,1
22.1,1,6.3,3,3,9.5,1
22.41,4,7.9,3,1,7.8,1
2.33,0,7.6,1,1,10.9,1
0.12,15,4.6,0,0,9.7,2
3.91,3,3.4,3,3,9.5,1
23.3,14,2.4,3,3,3.2,2
23.1,1,2.4,1,2,7.7,1
1.52,10,2.2,2,0,8.7,1
23.67,14,4.9,3,3,1.8,1
0.04,12,1.2,0,0,14.9,1
3.52,15,3.1,0,1,11.2,1
22.16,6,3.7,2,2,2.1,2
1.18,13,2.1,2,1,6.7,1
0.01,9,6.9,2,1,14,2
0.07,2,2.4,2,1,10.8,2
23.48,10,6.1,3,0,12.6,2
22.81,6,7.1,0,0,2.6,1
22.21,9,4.7,0,0,5.9,1
3.92,7,5.7,0,0,15,2
1.96,13,3.5,0,2,14.4,1
2.66,6,7.2,2,0,4.6,1
22.39,15,1.5,0,3,13,1
22.09,18,5.5,3,1,10,2
1.6,16,3.5,0,0,1.9,1
2.34,13,5.6,0,3,10.9,2
0.37,18,5.9,1,1,4.6,2
0.32,6,5.5,3,1,4,1
0.3,13,7.4,1,2,14.4,1
22.92,11,5.8,1,1,14.7,2
2.52,11,5.2,1,1,3.2,1
23.29,0,2,0,0,14.7,1
23.94,8,3,1,1,8.3,2
2.02,13,1.2,0,1,7.9,2
22,17,3.8,3,1,4,2
2.59,17,1.8,0,0,14,1
3.39,17,6.4,0,3,5.8,1
22.31,8,3.4,0,3,5.4,1
1.54,10,5.8,1,1,4,1
0.45,10,7.1,3,3,6.3,1
22.47,6,5.3,3,1,5.2,1
2.09,0,2.6,0,2,9.6,2
1.67,9,2,0,1,2,1
1.85,0,3.9,0,3,10,1
2.87,6,1.2,2,1,4.6,2
23.72,10,2.5,2,3,6.1,2
2.06,0,1.2,3,3,2.6,1
2.45,10,5.3,0,1,4,1
23.01,6,5.8,1,0,1.1,2
3.73,1,6,3,0,2,2
0.04,7,5.1,3,2,9.3,2
2.28,2,4,3,3,6.2,1
2.52,7,3.5,3,3,7.4,1
1.02,2,3,3,0,14.2,1
22.77,19,7,2,1,9.4,1
23.65,13,5.4,1,1,3.3,1
23.4,18,4.2,0,0,9.4,1
1.11,7,4.4,3,1,11.1,1
23.57,9,2.4,3,0,1.3,1
1.28,11,1.3,2,3,13.6,1
23.73,13,3.3,1,3,2.9,2
22.01,19,1.1,2,2,3,1
0.18,8,1.8,3,0,2,1
1.64,14,2.1,3,2,2.4,1
2.63,16,6.2,3,2,9.2,2
22.17,19,2,3,3,3.3,1
23.55,3,2.7,2,2,6.6,1
3.9,1,2.5,1,3,10.9,1
23.57,6,1.9,1,3,7.8,2
2.66,18,7,2,3,11.7,2
1.05,11,2.2,2,3,5.9,1
22.73,13,5.3,0,1,10.2,2
1.85,4,1.4,1,1,1.6,1
3.79,9,5.2,3,2,6.3,1
3.31,19,4.1,3,2,13.8,2
2.13,11,5.9,2,0,1.2,1
1.07,6,4,1,1,12.5,2
23.91,0,4.7,3,2,8.3,1
0.14,17,6.4,1,2,2,2
0.07,8,5.4,3,0,9.2,1
3.52,11,4.1,1,2,13.6,1
23.27,3,6.9,3,0,5.5,2
0.26,9,6.6,3,3,9.8,1
0.59,7,7.4,2,3,12.4,1
0.45,3,3,3,2,9.2,1
22.03,5,2.4,1,3,3.9,2
23.62,11,3.7,1,3,7.3,1
0.99,0,7.9,0,0,9.6,2
2.56,14,3.2,1,3,14.2,2
1.41,7,7.5,3,0,9.4,1
0.31,12,5.3,0,3,1.6,1
1.98,17,2.3,0,3,5.2,1
1.99,14,6.4,2,2,12.6,1
23.49,17,1.1,0,0,9.2,1
22.62,10,5.9,0,1,7.7,1
2.81,17,6.8,1,3,9.2,2
1.17,8,5.2,0,3,10.7,1
23.06,14,6.1,3,2,1.3,1
23.57,18,6.3,1,0,3.3,1
2.59,17,2.5,0,2,12.7,1
1.91,16,3.9,0,2,8,2
3.66,0,3.7,1,0,8.9,1
0.79,18,3.1,3,0,12.3,1
22.31,16,3.2,2,0,3.7,2
2.2,19,5.9,2,3,9,2
23.53,4,3.1,1,2,11.2,1
23.94,5,6.7,3,2,2.9,1
23.18,9,7.4,0,0,6.1,2
23.85,0,7.1,1,0,14.6,2
2.97,19,6.9,0,3,2.2,1
1.45,18,5.1,1,3,8.3,1
22.65,6,3.4,2,0,4.5,2
1.51,18,6,2,2,3.4,1
1.8,9,1.5,3,1,7.6,2
3.3,16,4.5,0,2,9.1,1
3.15,0,6.2,0,2,4.5,2
22.38,10,4.8,0,0,10.4,1
3.19,19,2.5,0,2,5.1,1
22.3,4,2.4,2,0,4.8,1
22.92,6,1.2,0,1,12.4,1
22.67,13,7.3,1,0,2.9,2
23.09,0,2.9,1,0,5.3,2
2.81,3,3.3,0,2,12,2
2.11,3,1.9,1,1,10.4,1
2.11,18,3.5,3,1,13.1,1
3.52,14,3.5,1,3,7.8,1
0.35,17,6.5,3,3,8,1
22.02,5,3.7,1,0,10.3,1
1.83,16,7.1,0,2,2.5,2
3.2,3,4.9,2,0,6.1,1
3.85,9,7.7,2,3,11.8,2
0.18,9,7.9,3,1,14.7,1
2.92,13,2.2,0,0,1.8,1
3.09,5,2.5,0,3,9.4,1
22.87,15,6.8,2,1,6.9,1
1.78,13,5.6,1,0,11.1,1
23.04,11,5.3,2,3,14.8,1
0.68,7,7.9,2,3,2.4,1
3.27,10,6.8,0,3,9.2,1
2.73,13,3.8,2,1,3,2
1.42,0,5,2,0,12.2,1
2.84,18,4.2,1,1,14.1,1
22.92,15,5.6,3,3,1.9,2
23.17,13,3.9,2,0,14.5,2
23.25,4,4,1,0,6,1
2.65,6,5.9,2,0,1.7,2
3.34,8,1.3,3,1,4.4,2
1.37,19,3.2,3,1,11.3,1
3.74,16,3.5,2,0,1.8,1
2.36,3,5.7,1,0,8.9,2
1.38,4,1.6,2,0,2.8,1
1.66,2,2.7,3,3,8.5,1
3.09,16,3.5,1,3,2.1,2
22.54,5,6.7,0,1,1.2,2
23.01,15,3.6,0,3,11.9,2
23.6,5,6.9,2,0,6.1,2
3.36,18,6.7,3,0,6.6,2
3.66,9,5.7,1,1,13.1,2
0.13,9,3.4,0,1,9.5,1
3.53,10,7.9,1,3,11,1
1.28,16,2.3,3,3,13.7,1
0.83,18,2.7,1,3,10.2,1
2.99,6,6.6,3,0,7.8,1
1.27,0,5.7,3,0,13.3,1
0.72,7,5.8,2,1,2.5,2
22.1,2,1.4,0,2,12.4,1
22.08,5,7,3,2,8.5,2
1.76,9,2.2,1,2,7.8,1
22.44,16,3.8,1,3,12.2,2
2.41,7,7.5,2,2,12.9,1
1.73,3,1.3,2,2,10.3,1
0.74,19,3.4,3,3,6.6,1
2.25,7,2.6,2,2,14.2,1
3.95,8,7.1,2,1,12.8,1
23.48,16,4.8,3,0,7,2
1.34,1,6.2,0,2,12.3,1
3.05,7,7.4,1,0,14,1
22.1,4,7.5,0,1,3.7,2
23.22,15,2.5,2,0,6,1
1.12,14,2.8,3,2,5.1,2
1.31,3,3.5,0,0,10.8,2
22.52,17,8,2,3,4.8,1
0.44,1,6.3,1,3,3.6,1
1.11,13,4.9,1,2,11.1,1
0.53,15,5.6,2,3,14.9,1
2.2,5,1.4,2,2,11.1,1
2.62,17,4.2,1,0,8.7,2
0.76,4,6.7,1,0,5.8,1
0.55,3,1.6,3,1,6.2,2
2.23,10,5.2,0,2,14.4,1
1.33,5,7.4,1,1,9.2,1
3.21,19,2,0,3,14,1
0.88,6,3.9,1,0,14.1,2
1.44,13,2.7,3,3,5,1
22.77,13,4,3,0,14.4,1
3.01,16,6.1,3,1,2.5,1
0.53,12,6.7,1,3,12.4,1
2.31,13,3.4,2,0,1.8,1
0.57,12,2.7,1,2,9,1
22.01,17,1.5,0,3,3.4,1
0.4,9,6.5,1,2,5.1,1
22.88,6,2.3,1,1,9.2,1
0.39,15,7.8,1,3,1.5,2
23.92,13,6.8,1,0,3,1
23.21,8,4.2,0,0,5.7,2
22.74,9,4.7,2,2,7.7,1
2.36,0,7.9,0,0,3.7,1
2.52,5,2.6,0,1,7.4,1
23.59,9,5.5,3,0,7.8,1
0.97,18,7,0,1,5.7,1
0.78,1,5,1,3,2.2,1
0.13,3,4.3,2,2,14.1,1
23.66,10,5.7,3,2,13.1,1
23.11,13,7.7,3,0,4.3,1
3.23,13,3.7,0,0,14.6,1
2.99,11,7.7,3,0,7.1,2
0.5,13,6.9,0,0,11.7,1
2.32,10,4.2,1,0,12.4,1
0.99,0,5.1,3,3,13.1,1
22.51,19,2.9,1,3,9.6,1
2.93,18,4.5,3,2,7.2,1
23.31,2,6.9,2,1,10.2,2
2.23,0,4.2,0,3,5.6,1
1.16,19,6.6,2,0,10.1,1
2.14,3,2.2,0,0,6.1,1
0.82,13,2,0,2,5.3,1
2.21,7,1.1,0,3,4.3,2
22.2,6,1.3,3,3,6.7,1
22.24,19,2.6,0,0,9.6,1
3.37,16,7.5,1,0,12.7,2
2.49,11,7.9,2,2,7,1
2.96,16,1.5,1,2,13.7,1
0.73,14,5.5,2,2,12.5,2
0.75,2,4.1,3,1,3.4,1
1.2,15,6.1,3,0,12.2,1
23.46,5,1,3,0,1.2,1
2.39,13,7.8,0,1,5.3,2
2.97,17,4.9,1,0,4.6,2
3.43,18,7.8,3,1,11.2,1
1.1,4,7,1,0,13.8,1
0.48,0,2.3,3,2,14.2,1
2.98,14,5.1,2,2,5.9,2
2.51,18,2.9,3,0,3.2,1
3.19,11,3.8,3,3,7.4,1
1.93,4,6.2,1,0,11.3,1
3.29,16,7.7,1,1,12.6,1
22.53,8,2.2,1,0,12.9,2
2.07,0,3.8,3,0,9.5,2
22.53,16,3.4,0,0,11,1
2.49,19,5.6,0,2,12.1,1
1.76,3,4.2,2,0,3.5,1
22.1,1,6.8,2,1,12.9,1
1.59,6,1.3,3,1,8.6,1
22.88,1,7.6,0,2,4.6,1
22.85,12,7.9,3,2,5.4,1
22.9,4,7.9,0,2,7.5,1
0.9,3,3.1,0,0,7.1,2
22.69,15,2.6,3,2,12.7,1
22.75,2,1.6,3,1,11.4,2
23.53,16,6.7,0,1,10.8,1
22.01,11,7.3,2,0,11.9,1
23.65,7,3.4,3,0,11.3,1
1.7,0,2.2,0,3,3.7,1
1.6,8,6.4,3,1,3.7,1
3.81,2,3.6,0,3,9,1
22.72,5,5.8,0,2,9.6,1
3.18,7,4,3,1,4.9,2
0.34,12,6,0,3,11.3,2
0.32,3,6,3,2,10.4,2
0.09,8,6.9,1,1,5.5,2
22.75,4,5.8,2,3,9.1,1
0.87,11,6.9,3,3,6,2
2.72,10,2.7,3,1,1.9,1
3.24,13,3.6,0,3,13.2,2
3.77,11,7,1,3,14.1,1
2.7,19,6.1,3,0,13.2,1
1.73,4,2.7,3,0,9.6,1
0.98,12,3,2,0,12.5,1
3.24,9,3.8,0,0,11.3,1
2.43,12,1.8,0,1,9.5,1
22.97,4,6.8,0,0,8.9,1
2.09,16,2.2,2,0,7.8,1
0.58,5,7.2,2,1,5.8,1
1.57,9,3.6,1,0,3.6,1
3.38,8,1.1,1,3,3.4,2
1.91,13,3.5,3,3,2.8,2
3.62,1,3.9,1,0,6.8,2
3.19,15,1.4,2,2,7.7,1
22.77,19,3.5,1,0,5.9,2
22.07,14,4.6,0,0,7.3,1
0.3,2,7.7,0,0,4.3,1
3.18,0,2.7,0,3,3.9,1
23.38,14,3.1,1,2,10,1
2.14,10,1.2,1,1,1.3,1
0.85,18,1.7,0,0,9,2
2.47,1,4.9,2,0,8,1
22.99,19,7.7,1,0,9.2,1
23.43,0,7.7,2,0,11.3,1
23.45,15,3.5,0,2,6.1,1
1.29,8,1.3,0,2,4.2,2
